iter	Logloss
126	0.1271626496
127	0.1263602656
128	0.1258087667
129	0.1248793176
130	0.1237307223
131	0.1231204749
132	0.1225625011
133	0.1217352145
134	0.120987075
135	0.1203689715
136	0.1195955318
137	0.1188648938
138	0.1180612077
139	0.1173695635
140	0.1169471725
141	0.1161931158
142	0.1156276704
143	0.1150862358
144	0.1146003151
145	0.1140140719
146	0.113338724
147	0.1126450263
148	0.1122430982
149	0.1114845534
150	0.1106329767
151	0.11004959
152	0.1094579956
153	0.1090299416
154	0.1085342749
155	0.1080336209
156	0.1074042063
157	0.1067764987
158	0.1062219539
159	0.1055266098
160	0.1050277706
161	0.1045440719
162	0.1039232778
163	0.1036547391
164	0.1031480755
165	0.1026307345
166	0.1022827163
167	0.1018048839
168	0.1012404925
169	0.1006961548
170	0.1001984986
171	0.09966301339
172	0.09932305594
173	0.09872668812
174	0.09831314809
175	0.0979269796
176	0.0972174238
177	0.09669087665
178	0.09624990531
179	0.09605368158
180	0.09569199386
181	0.0953609371
182	0.09490316402
183	0.0945617289
184	0.09412259923
185	0.09364935382
186	0.09322723168
187	0.09290442155
188	0.09242956938
189	0.0919961412
190	0.09160004009
191	0.09136658367
192	0.09107785474
193	0.09064910606
194	0.09038490133
195	0.08988805728
196	0.08950372664
197	0.08913641907
198	0.08875747603
199	0.08846078699
200	0.08798285486
201	0.08756210123
202	0.08728052408
203	0.08685583516
204	0.08641117384
205	0.08616242639
206	0.08571715648
207	0.08524986096
208	0.08494919758
209	0.08454445993
210	0.08417507817
211	0.08389822216
212	0.08358204192
213	0.08317175969
214	0.08304562055
215	0.0827201557
216	0.08249877649
217	0.08223938267
218	0.08182685357
219	0.08147409376
220	0.08124757315
221	0.08090354387
222	0.08068495631
223	0.08028448739
224	0.08025599259
225	0.07988254267
226	0.07960116105
227	0.07943566018
228	0.07907599789
229	0.07881396805
230	0.07856774045
231	0.07832484505
232	0.07802384801
233	0.07793437235
234	0.07761100257
235	0.07729202795
236	0.07703820064
237	0.07664571018
238	0.07628950822
239	0.07608881238
240	0.07582980005
241	0.07542009541
242	0.07515648882
243	0.07486868766
244	0.07457197694
245	0.0741926651
246	0.07387437496
247	0.07356006407
248	0.07342668985
249	0.07318127192
250	0.0727730886
251	0.0727058626
252	0.07234916506
253	0.07203951791
254	0.07167056355
255	0.07137108117
256	0.07104230029
257	0.07073001554
258	0.07046442668
259	0.07029779188
260	0.07000218467
261	0.06969830951
262	0.06942335426
263	0.06919841742
264	0.06902338915
265	0.06889494528
266	0.06878503237
267	0.06842978038
268	0.06825206024
269	0.06796378936
270	0.06782240129
271	0.06754634084
272	0.06728256944
273	0.06697597616
274	0.0667368883
275	0.06653755019
276	0.06638521134
277	0.06620123594
278	0.06601058816
279	0.06567641259
280	0.06550432025
281	0.06531605791
282	0.06500645654
283	0.06478681513
284	0.06458333411
285	0.0642707295
286	0.06391991301
287	0.06363536538
288	0.0634583224
289	0.06324669738
290	0.06303372882
291	0.06282062651
292	0.06262812904
293	0.06252548417
294	0.06241432058
295	0.0622536396
296	0.06207153873
297	0.0618594236
298	0.06182651608
299	0.06158116507
300	0.06152474675
301	0.06123179048
302	0.06101923928
303	0.06085063169
304	0.06080382196
305	0.06062761831
306	0.06050307142
307	0.06020361824
308	0.06001205554
309	0.05978771859
310	0.05962557278
311	0.05947881189
312	0.05921462955
313	0.0590437133
314	0.05883521647
315	0.05879163831
316	0.05854389275
317	0.05838483494
318	0.05820909193
319	0.05799226434
320	0.05775246716
321	0.05759035564
322	0.05754576353
323	0.05732271564
324	0.05717817659
325	0.0571347424
326	0.05704997127
327	0.05684336464
328	0.05665517912
329	0.05645525055
330	0.05617810159
331	0.0560871819
332	0.05583292544
333	0.0556442783
334	0.05544658607
335	0.05532658334
336	0.05523005063
337	0.05508300293
338	0.05496069389
339	0.05475507097
340	0.05448809325
341	0.05424817012
342	0.05420611813
343	0.05410133807
344	0.05393753912
345	0.05386351925
346	0.05370455394
347	0.05358039423
348	0.05342096555
349	0.05325975032
350	0.0531166613
351	0.05290063687
352	0.05272774211
353	0.05252618251
354	0.05247503095
355	0.05240154407
356	0.05223994387
357	0.05208762916
358	0.05191066894
359	0.05177692996
360	0.05163955666
361	0.05149820961
362	0.05131872936
363	0.05112403287
364	0.05087288299
365	0.05063348898
366	0.05048509562
367	0.05032230398
368	0.05018418795
369	0.04995858392
370	0.04978474646
371	0.04966013715
372	0.04954045312
373	0.04944197576
374	0.04931560988
375	0.0492369659
376	0.04906984216
377	0.048897844
378	0.04875305783
379	0.04858412438
380	0.04847976238
381	0.0482958019
382	0.04817601294
383	0.04806284624
384	0.04787394868
385	0.04772538443
386	0.04758303538
387	0.04745922275
388	0.04727068699
389	0.04713694362
390	0.04701545988
391	0.04696004815
392	0.04680735129
393	0.04674740616
394	0.04658581628
395	0.04648162708
396	0.04630674918
397	0.04620510307
398	0.04610560672
399	0.04591590192
400	0.04587837748
401	0.04568875103
402	0.04553681102
403	0.04545440182
404	0.0453192936
405	0.04524426186
406	0.04517359369
407	0.04511701909
408	0.04497576296
409	0.04488067895
410	0.04474194493
411	0.04468937281
412	0.0446140513
413	0.04447055379
414	0.04428161706
415	0.04413199049
416	0.04401168385
417	0.04384464836
418	0.04374100613
419	0.04363865423
420	0.04346682506
421	0.04330534012
422	0.04316890913
423	0.04304398776
424	0.04291301827
425	0.0427688799
426	0.04272399658
427	0.0425936042
428	0.04247402094
429	0.04231943092
430	0.04210196167
431	0.04198897553
432	0.04189928494
433	0.04170103675
434	0.04166456585
435	0.04160512139
436	0.04144688076
437	0.04131575442
438	0.04118554368
439	0.04109433556
440	0.04098490138
441	0.04088359717
442	0.04080492851
443	0.04071036144
444	0.04059722977
445	0.04042434086
446	0.04039981865
447	0.04030151371
448	0.04027158654
449	0.0402370325
450	0.04017168619
451	0.04009779903
452	0.03995643004
453	0.03984922015
454	0.03981834449
455	0.03976057708
456	0.03964222569
457	0.03960861309
458	0.0394988642
459	0.03942856476
460	0.03935990621
461	0.03920939138
462	0.03907458739
463	0.03887904623
464	0.03875766
465	0.03863355976
466	0.0384838163
467	0.03836895302
468	0.0383234208
469	0.03820393695
470	0.03813024005
471	0.03806474473
472	0.03798057143
473	0.03784721175
474	0.0377916174
475	0.03772158247
476	0.03768228876
477	0.03751186061
478	0.03748683093
479	0.03733783393
480	0.03724811086
481	0.03711860456
482	0.03698043652
483	0.03692944526
484	0.03692128192
485	0.03687497562
486	0.03679968847
487	0.0367179177
488	0.0366883538
489	0.03652007693
490	0.03641837716
491	0.03631984007
492	0.03621571957
493	0.03612792501
494	0.03598393238
495	0.03589494885
496	0.03578112817
497	0.03565523281
498	0.03558453249
499	0.03547043248
500	0.03530992336
501	0.03518088695
502	0.0351283284
503	0.03503193736
504	0.03502182993
505	0.03479535192
506	0.03468071029
507	0.03456617788
508	0.03444788406
509	0.03439979023
510	0.03438221429
511	0.0343622266
512	0.03426644161
513	0.03416410314
514	0.03408195448
515	0.03398506834
516	0.03387141983
517	0.03376449366
518	0.03368644894
519	0.0336136577
520	0.03346960055
521	0.03337918738
522	0.03325415091
523	0.0331024638
524	0.03301994159
525	0.03291673126
526	0.03278329926
527	0.03272803113
528	0.0327084058
529	0.03261354021
530	0.03248001899
531	0.03244179426
532	0.03227743017
533	0.03220362021
534	0.03211301697
535	0.03210287
536	0.03200298277
537	0.03189015825
538	0.03187249681
539	0.03176356091
540	0.03167338321
541	0.03158541589
542	0.0314664954
543	0.03129832936
544	0.03117838961
545	0.03109670879
546	0.0310112166
547	0.03089131481
548	0.03077453164
549	0.030653942
550	0.03063414075
551	0.03055388407
552	0.03054725817
553	0.03048081892
554	0.03031820737
555	0.03023073065
556	0.03015652812
557	0.0300181404
558	0.02993371104
559	0.02991909067
560	0.02990528168
561	0.02975844547
562	0.02970557977
563	0.0296893282
564	0.02959597359
565	0.02955191705
566	0.02945274717
567	0.02943710475
568	0.02938246473
569	0.02928044871
570	0.02919238003
571	0.02909600106
572	0.02902583673
573	0.02892588589
574	0.02878556471
575	0.02871511123
576	0.02865727103
577	0.02859608697
578	0.02848643094
579	0.02847815268
580	0.02841338545
581	0.02835183478
582	0.02834566392
583	0.02832917939
584	0.0281941072
585	0.02818428142
586	0.0281359282
587	0.02810101364
588	0.02806871392
589	0.02795615945
590	0.02785112172
591	0.02781119575
592	0.02773572055
593	0.0276187948
594	0.0275886962
595	0.02754448914
596	0.02746764484
597	0.02743583915
598	0.02742390271
599	0.02738471175
600	0.02725939609
601	0.02722593737
602	0.02710155596
603	0.02697180217
604	0.02695781013
605	0.02694712351
606	0.02682837847
607	0.02680602836
608	0.02679469802
609	0.02675986105
610	0.02669075864
611	0.02666144263
612	0.02658783972
613	0.02657594872
614	0.02653657163
615	0.02642864282
616	0.02637751878
617	0.02633714645
618	0.02625857039
619	0.0262198626
620	0.02617910701
621	0.02607252346
622	0.02596935884
623	0.02591694651
624	0.02589612793
625	0.02584278065
626	0.02580078047
627	0.02576143325
628	0.02566047143
629	0.02551774858
630	0.02547130713
631	0.0254626231
632	0.02538316255
633	0.02531874216
634	0.0253091134
635	0.02525215859
636	0.02523797289
637	0.02511551319
638	0.02511096033
639	0.02504547397
640	0.02497935316
641	0.02494265079
642	0.02493625842
643	0.02482223832
644	0.02476057585
645	0.0246819356
646	0.02464312233
647	0.02455881882
648	0.02454972632
649	0.02447269924
650	0.02438880161
651	0.02431832197
652	0.0242749693
653	0.02426409846
654	0.02423121895
655	0.02416959599
656	0.02416482408
657	0.02407862612
658	0.02406870721
659	0.02402718554
660	0.0239693723
661	0.02386817781
662	0.02382915493
663	0.02375096992
664	0.02374521464
665	0.0237367924
666	0.02367269874
667	0.0236559525
668	0.02360519588
669	0.02353953254
670	0.02345890176
671	0.02344946352
672	0.02343396097
673	0.02338444854
674	0.02336339995
675	0.02326674522
676	0.02322036328
677	0.02315087604
678	0.02315012003
679	0.02307217075
680	0.02301859342
681	0.02300069921
682	0.02288758067
683	0.02286161045
684	0.02279383807
685	0.02273410702
686	0.0226905259
687	0.02262215527
688	0.02259689663
689	0.02253963667
690	0.02253032302
691	0.02247523807
692	0.02238325671
693	0.02229545623
694	0.02224797697
695	0.02224383362
696	0.02214904251
697	0.02202189474
698	0.02201344488
699	0.02197752301
700	0.02188617518
701	0.02179953833
702	0.02170966281
703	0.02160752577
704	0.0215573569
705	0.02149321151
706	0.02140064545
707	0.02137356096
708	0.02131307791
709	0.02122497442
710	0.02122121058
711	0.02117705037
712	0.02117025433
713	0.02109480881
714	0.0210770149
715	0.02099741304
716	0.02095867673
717	0.02095253895
718	0.02091057861
719	0.02087689949
720	0.02083810806
721	0.0207966473
722	0.02074595362
723	0.02066538361
724	0.02057165861
725	0.02053698621
726	0.02045396632
727	0.02041680844
728	0.02033129849
729	0.02030019331
730	0.02027879552
731	0.02027186062
732	0.02021753891
733	0.02020647068
734	0.02012196926
735	0.02007466938
736	0.01998669506
737	0.01996143872
738	0.01992151062
739	0.01985522405
740	0.01981242236
741	0.01979828757
742	0.01973128482
743	0.01963833639
744	0.01961743628
745	0.01956790371
746	0.01949106107
747	0.01943494589
748	0.01942911967
749	0.0193797444
750	0.01937586819
751	0.01933236723
752	0.01928859992
753	0.01925442687
754	0.01921979294
755	0.01915434286
756	0.01912957274
757	0.019077749
758	0.01902801421
759	0.01900032391
760	0.01896435846
761	0.01890853603
762	0.01885365419
763	0.01884673672
764	0.01882795758
765	0.01881013236
766	0.01878647938
767	0.01876467661
768	0.01873651969
769	0.018715039
770	0.01868310656
771	0.01867749158
772	0.01865317577
773	0.01860450582
774	0.01857119936
775	0.01850799845
776	0.01848235941
777	0.01844750133
778	0.01840175416
779	0.01839790786
780	0.01834480954
781	0.01833429674
782	0.01825932522
783	0.01825706428
784	0.01823545326
785	0.0182208408
786	0.01820837949
787	0.01820478166
788	0.01818216901
789	0.01816664711
790	0.0180924
791	0.01807589729
792	0.01803426623
793	0.01799782642
794	0.01798077086
795	0.0179435872
796	0.01792889158
797	0.01787309958
798	0.0178710896
799	0.01785854954
800	0.01782548928
801	0.01778445879
802	0.017752542
803	0.01771008052
804	0.01770261394
805	0.01767721477
806	0.01766289233
807	0.01763636076
808	0.01762673666
809	0.01759709195
810	0.01759416502
811	0.01756955703
812	0.01751856951
813	0.01748689941
814	0.01743460781
815	0.01742512327
816	0.01735742848
817	0.01733054253
818	0.01725058196
819	0.0171985167
820	0.01719260553
821	0.01717892421
822	0.01713917407
823	0.01706819618
824	0.01700081782
825	0.01697978496
826	0.0169545852
827	0.01691748184
828	0.01691276204
829	0.01690346283
830	0.01689862006
831	0.01687541694
832	0.01684235276
833	0.01678468653
834	0.01678120301
835	0.01676569352
836	0.01674525168
837	0.01674141924
838	0.01670711944
839	0.01669920318
840	0.0166866485
841	0.0166150547
842	0.01656514622
843	0.01652483601
844	0.0164752247
845	0.01646851928
846	0.01644570279
847	0.01640890423
848	0.01639361564
849	0.01638973165
850	0.01637519613
851	0.0163287037
852	0.01625879116
853	0.01621903057
854	0.01618899318
855	0.01617903061
856	0.01614571576
857	0.01609150623
858	0.01605958598
859	0.01603248063
860	0.01600212613
861	0.01594217441
862	0.01590186077
863	0.0158430614
864	0.01584008822
865	0.01583230585
866	0.01579168757
867	0.0157742827
868	0.01573601076
869	0.01570152449
870	0.01568449758
871	0.01567419057
872	0.01564007572
873	0.01557726203
874	0.0155544029
875	0.01550135762
876	0.01546735045
877	0.01544325019
878	0.01542844749
879	0.01538932862
880	0.0153538757
881	0.01532922416
882	0.01529989605
883	0.01528708118
884	0.01525170219
885	0.01522326444
886	0.01519435784
887	0.01515912957
888	0.01510627956
889	0.01503778189
890	0.01498250584
891	0.01493854475
892	0.01491021581
893	0.01487853167
894	0.01487222652
895	0.01485283469
896	0.01481516819
897	0.01479164904
898	0.01477592371
899	0.01475857579
900	0.01475258137
901	0.01472823828
902	0.0147041396
903	0.01468652695
904	0.01465719172
905	0.01464908479
906	0.01463141097
907	0.01459922703
908	0.01456269928
909	0.01452830954
910	0.01450906141
911	0.01445018172
912	0.0144477564
913	0.01441490165
914	0.01437149918
915	0.01436461127
916	0.01436373875
917	0.01434726356
918	0.01429827312
919	0.01427627497
920	0.01422633328
921	0.01417555994
922	0.01414751741
923	0.0141262552
924	0.0140948891
925	0.01407273776
926	0.01404357743
927	0.01399769896
928	0.01394530477
929	0.01391313975
930	0.01390122769
931	0.01389850172
932	0.01386173163
933	0.01382275252
934	0.01379746013
935	0.01378202665
936	0.01374594037
937	0.01372597677
938	0.01372390352
939	0.01368384563
940	0.01368209347
941	0.01366150971
942	0.01363301689
943	0.01358939869
944	0.0135633341
945	0.01351246967
946	0.01349514539
947	0.01348803693
948	0.01346140413
949	0.01342648555
950	0.01340358637
951	0.01337681676
952	0.01333455787
953	0.01333253354
954	0.01329072201
955	0.01327497506
956	0.01323080662
957	0.01323020089
958	0.01321233212
959	0.01319653515
960	0.01317282514
961	0.01317222128
962	0.0131583799
963	0.01311824981
964	0.01309403341
965	0.01307715768
966	0.01303457975
967	0.01300561142
968	0.01297815875
969	0.01297479086
970	0.01294494732
971	0.01291906206
972	0.01291175736
973	0.01288361855
974	0.01284580252
975	0.01281010065
976	0.01280953016
977	0.01277969372
978	0.01276144336
979	0.01272335443
980	0.01272280691
981	0.01270143897
982	0.0126633947
983	0.01263303581
984	0.01261930715
985	0.01259703372
986	0.01254784699
987	0.01254511624
988	0.01253772695
989	0.01249715296
990	0.01247598314
991	0.01247283818
992	0.01244601378
993	0.0124238017
994	0.01241513431
995	0.01236566199
996	0.01234816278
997	0.01232075106
998	0.01230744479
999	0.01229966309
